GeneID	GSM4957511	GSM4957512	GSM4957513	GSM4957514	GSM4957515	GSM4957516	GSM4957517	GSM4957518	GSM4957519	GSM4957520	GSM4957521	GSM4957522	GSM4957523	GSM4957524	GSM4957525
100287102	3	1	1	2	1	3	0	1	1	2	8	3	5	6	4
653635	517	421	476	486	464	415	369	233	167	575	348	382	595	260	501
102466751	21	16	26	22	28	15	13	4	6	23	21	13	26	10	25
107985730	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	56	69	90	31	94	111	92	74	44	180	79	79	177	50	92
729737	141	449	1086	56	601	305	811	567	71	512	574	740	1900	100	489
102725121	2	1	1	1	0	1	0	0	1	1	6	9	7	6	5
102723897	605	450	515	511	545	356	311	211	164	513	463	442	694	354	631
102465909	12	9	13	12	15	8	10	4	5	14	10	6	18	5	15
107985721	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
112268260	8	10	5	6	14	35	8	15	16	51	15	10	22	12	17
729759	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100132287	76	127	277	51	142	96	485	169	35	179	129	336	436	77	166
105378947	0	0	1	1	0	1	1	1	3	3	1	1	3	1	1
101928626	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
113219467	8115	6038	5342	6849	8718	9866	4847	4694	4800	13127	9438	5807	11421	8549	11571
81399	2	1	2	1	1	1	3	2	0	2	1	4	3	1	2
100133331	99	148	277	77	144	110	633	159	52	203	142	471	422	100	202
107984841	17	18	44	13	21	16	87	22	5	31	23	62	68	18	29
107984847	25	31	50	18	32	18	125	24	6	32	31	92	96	25	27
107984849	1	6	14	1	7	3	9	6	1	5	4	10	20	0	4
100288069	20	27	36	11	31	22	48	26	5	50	34	57	67	22	34
105378580	9	11	16	8	32	15	28	11	11	21	23	36	28	27	11
400728	9	10	21	4	8	13	12	8	4	14	13	9	19	17	20
79854	26	39	37	19	26	27	19	12	6	25	21	14	21	14	20
643837	282	193	866	283	219	277	382	253	238	253	269	445	614	403	159
107984850	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0
284593	4	2	3	3	3	5	3	4	3	7	7	4	5	5	3
284600	0	0	0	2	0	1	2	0	2	0	0	0	3	2	1
100130417	0	0	0	0	0	0	0	2	2	0	1	0	1	1	0
107985728	0	0	0	0	0	1	0	0	4	0	4	0	4	7	0
148398	119	94	93	204	71	113	67	61	101	83	100	53	68	126	66
26155	1835	1193	1470	2971	949	1751	1089	797	1426	1193	1393	803	1317	2084	1060
339451	244	176	217	220	308	223	115	140	74	405	215	176	321	163	313
84069	43	70	30	44	53	14	288	19	1	9	23	188	24	15	17
84808	6	9	3	6	6	3	32	4	0	3	2	29	3	1	3
57801	0	1	0	3	0	3	664	6	55	2	18	174	18	45	4
9636	294	1409	190	415	95	312	54421	185	295	201	228	32876	204	341	168
375790	4520	4784	2231	5811	1931	5712	14160	1669	4618	3088	5188	13345	4239	6444	3460
100288175	19	17	10	6	20	73	17	18	29	29	56	10	37	40	26
112267874	4	1	1	1	4	10	3	2	2	2	11	2	3	5	3
105378948	21	10	8	10	19	57	18	13	19	22	37	14	28	29	26
401934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54991	323	219	203	252	192	251	114	128	164	248	239	137	248	230	274
254099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
254173	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0
8784	50	68	14	168	98	76	51	10	640	35	160	91	20	702	63
7293	122	261	18	264	87	80	1083	8	3970	48	306	1247	48	4781	60
51150	6289	4370	5014	7459	4754	6706	6493	3028	5180	6026	5204	5729	7003	7316	4578
126792	812	557	713	1185	492	827	665	361	651	576	605	358	579	901	389
388581	1	2	2	0	4	0	5	0	0	6	0	6	6	7	11
118424	1348	979	1117	1480	1055	1357	992	751	820	1523	1184	1026	1364	1390	1040
101928895	18	9	12	8	33	12	7	7	2	28	17	5	16	8	63
6339	30	12	27	19	78	24	5	3	13	102	27	8	29	16	111
116983	1458	599	983	1676	775	1441	557	765	840	1597	1486	558	1737	1220	1479
102465434	1	0	1	1	2	3	1	0	1	1	0	0	1	1	1
109623456	5	1	6	8	6	4	2	2	0	1	3	1	4	4	7
126789	312	165	249	425	210	300	163	157	277	291	280	158	278	360	253
54973	1628	987	1411	1671	1289	1514	1366	806	953	1823	1098	1010	1536	1304	1293
102465435	2	1	1	5	0	1	0	1	1	1	3	1	3	2	2
80772	898	476	668	789	574	826	402	432	321	619	658	421	871	515	636
83756	10	11	11	10	10	8	7	7	6	17	8	6	17	6	13
1855	881	545	771	1071	737	928	516	419	607	1000	836	609	1212	923	863
102466740	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1
54587	69	28	31	57	92	93	37	38	41	133	107	32	110	87	212
54998	1759	1046	1262	1965	842	1772	1003	789	1146	1290	1402	903	1480	1653	1068
81669	2117	1662	1757	1983	2702	2644	2463	1297	1554	4707	3002	2961	3895	3030	3572
148413	547	408	516	682	428	519	507	255	248	561	401	456	517	519	407
55052	1329	758	959	1569	604	1336	791	741	739	1186	1088	829	1167	1366	695
107984868	1	1	0	1	2	0	0	0	0	4	0	2	0	0	0
441869	3	0	1	1	3	1	0	0	0	5	1	0	2	0	4
105378585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	1	0	2	0	0	0	0	2	4	3	0
107985729	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0
64856	26	10	27	28	39	13	65	30	5	21	39	39	129	38	53
219293	46	22	37	74	13	35	27	20	39	18	51	25	36	74	16
83858	566	413	588	1210	207	559	488	332	814	315	575	331	481	1073	261
55210	669	352	501	1176	178	597	328	285	646	320	547	213	433	899	231
339453	1	0	2	0	3	0	0	0	0	2	3	0	1	1	0
29101	3003	2211	2145	3233	1894	3000	1541	1450	1589	3060	2492	2042	2782	2782	1945
643988	295	91	159	401	104	435	37	144	162	317	394	46	438	301	285
105378586	11	1	8	6	9	24	5	9	7	19	15	4	16	5	18
142678	816	474	463	508	1146	790	498	335	296	1577	867	741	1109	498	1597
8510	37	31	25	27	25	29	45	19	21	42	23	31	24	19	20
984	1876	1381	1515	1708	1123	1685	2147	825	823	1754	1392	1864	1945	1533	1359
728661	3840	3274	2964	2389	4854	3725	3144	1516	1214	7060	3429	4260	6177	2475	6311
8511	16	11	5	5	8	5	17	5	1	14	6	14	7	2	9
728642	1330	980	1034	1143	791	1268	1726	599	647	1404	1068	1466	1485	1156	1122
9906	1377	1084	1033	843	1628	1229	1169	536	379	2544	1245	1390	2011	733	1945
112268218	378	398	206	234	379	524	699	173	217	713	407	710	416	254	606
65220	6131	6885	3303	4075	6148	9548	14829	3134	3692	11956	6663	13141	7719	4713	9293
2782	20927	16130	18562	21837	14320	21493	15304	12572	11810	17874	15730	16262	23198	17104	11470
105378949	4	4	2	6	6	6	8	1	4	5	1	1	8	9	11
163688	4	3	2	2	4	2	0	0	0	2	5	1	8	3	0
339456	5	0	0	0	4	7	1	4	6	4	2	0	2	20	1
85452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
105378589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2563	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	25	22	25	23	31	31	18	13	13	25	19	21	36	18	33
100506504	4	2	2	4	2	2	0	2	0	4	0	3	8	7	4
199990	828	444	641	685	569	666	285	400	267	823	477	376	810	324	786
112268219	112	87	79	91	110	88	75	43	33	86	54	66	79	48	92
105378593	6	0	2	4	3	2	0	2	0	2	3	1	3	2	3
6497	1834	1414	1731	4467	3398	1565	152	863	887	3181	1147	370	1277	1472	1929
79906	55	36	47	78	70	43	26	13	38	55	36	24	33	52	52
100129534	28	16	17	25	22	16	5	7	13	16	20	5	19	18	19
11079	4653	3151	3975	5079	3244	4843	2879	2843	2502	4453	3697	2850	4740	4011	2657
5192	615	403	527	755	418	727	342	325	451	501	500	261	537	600	361
9651	18	4	10	10	14	9	5	5	12	7	18	3	20	16	12
55229	797	643	616	867	615	868	916	403	510	885	754	884	931	817	713
388585	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
115110	693	298	316	866	629	1336	298	419	629	1948	1334	573	1291	951	1692
8764	4607	3047	2608	6808	3849	8340	3760	3043	5092	12173	6909	6285	8881	6487	10412
100996583	4	4	3	7	5	4	6	1	1	5	11	15	16	9	9
127281	518	230	351	1186	439	1883	285	563	1413	1711	2499	847	2604	2383	1788
79258	53	27	35	120	61	180	26	46	147	160	232	85	269	214	203
105378597	3	1	0	0	3	3	0	0	3	0	1	0	4	0	1
100287898	25	23	13	23	27	26	31	14	15	56	36	21	35	26	44
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63976	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
105378604	0	0	0	0	0	0	28	0	0	0	1	9	2	1	0
27237	1	2	4	0	14	4	0	3	0	3	2	2	8	1	11
1953	890	194	438	152	519	996	84	325	86	1567	1344	285	1688	258	1960
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	3045	1515	1976	2273	1589	3615	861	1749	850	3320	2523	1169	4230	1742	2618
49856	515	481	402	421	302	489	508	262	178	561	444	575	546	366	479
7161	11	11	4	3	15	6	4	3	6	11	33	3	22	10	13
105378610	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57212	787	686	550	491	989	710	827	348	320	1435	650	768	853	445	970
148870	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
388588	16	16	20	13	39	12	11	9	4	58	4	7	27	1	42
57470	1474	1065	1063	1507	1115	1386	1261	688	803	1480	1091	1164	1265	1146	1107
9731	1697	1375	1435	1596	1349	1640	1068	884	800	1941	1286	1150	1868	1228	1222
1677	308	277	254	298	239	293	254	135	133	426	274	263	336	234	262
107984910	4	3	7	5	8	3	2	4	1	2	9	4	19	17	16
339448	961	754	705	873	515	938	577	534	535	920	768	657	916	808	592
100133612	25	5	9	15	7	28	13	7	6	34	33	17	48	36	28
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	626	426	518	444	691	331	160	228	189	448	322	185	605	266	492
8514	12560	4737	5378	12719	13033	20992	679	5655	6882	20961	15940	1070	12515	12755	18337
26038	0	0	1	0	0	2	3	1	3	0	2	2	3	1	1
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	6073	2629	3236	6782	4547	6514	2509	2403	4293	7664	5951	2302	5916	7795	4541
107985733	3	0	1	5	2	2	7	0	2	1	5	8	3	2	2
102724450	1	0	1	0	0	0	3	0	0	1	1	3	1	0	0
388591	21	14	17	17	8	10	138	16	25	12	19	151	22	51	17
23463	3651	2834	3412	4342	1244	3795	1514	2091	1621	2477	3471	1617	3709	2956	1813
148645	3	4	3	5	1	1	4	0	0	1	4	2	4	0	6
390992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387509	37	39	37	106	14	98	421	35	173	48	111	309	114	315	49
11332	520	318	354	3623	59	700	507	314	1792	109	843	459	705	5111	215
54626	0	0	0	0	0	33	0	0	10	5	17	7	10	24	1
83715	0	0	0	1	1	8	1	1	1	5	2	0	1	12	2
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	3	0	3	3	2	1	3	0	1	3	2	2	9	12	4
57449	0	1	2	10	1	0	0	0	4	1	6	1	6	55	19
79707	800	556	560	897	470	846	823	310	493	605	637	607	564	906	409
80835	0	1	0	0	5	1	1	0	0	3	0	0	0	0	1
107984912	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3104	1016	885	838	1058	896	768	405	445	517	898	726	689	1050	709	797
9903	1626	1075	940	1431	1269	2085	2571	704	1055	3714	1878	2256	2555	1536	2757
107984913	5	2	3	0	4	20	0	2	0	31	12	6	13	5	16
148479	470	541	534	506	608	523	692	325	401	758	686	889	901	733	577
90326	737	506	522	853	531	703	958	297	467	671	580	684	617	754	598
55735	1640	971	1170	2658	725	1722	1248	721	1502	1031	1308	889	1138	2507	762
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	1	3	1	3	6	9	4	5	2	0	3	2	6	1	5
23261	773	560	549	742	500	810	606	361	576	891	637	584	674	668	466
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0	0	0	0	0	1	0	0	0	0	2	0	3	0	2
9341	9166	5024	6512	7996	6343	11378	4894	5959	5057	11653	7429	4458	9523	7079	5671
8863	2777	387	421	1955	1835	4766	673	1232	1133	5882	3510	512	3466	1632	3900
10911	9	2	2	2	11	14	31	5	11	8	13	18	6	20	5
3604	53	234	10	34	170	342	5641	40	860	67	581	2387	111	1174	54
11315	4519	2505	3491	5909	2089	4700	3472	2182	3184	3190	3614	2755	3727	5577	1853
54206	58	59	50	40	124	79	65	35	97	75	63	102	86	264	53
107984915	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
102724539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50651	2	0	2	0	1	1	0	1	6	0	0	2	1	2	0
473	5990	4185	6331	5231	3912	4115	7568	2995	1130	5012	2999	5267	7742	2208	4226
102724552	18	16	12	13	7	7	21	9	0	16	15	17	39	1	26
106632271	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	52552	32026	43682	79466	70257	48199	57549	24169	43678	27058	37365	40493	37798	72290	17388
102465436	1	1	1	2	1	1	3	0	4	1	0	1	2	3	1
100505975	9	3	2	3	4	3	7	1	1	7	3	4	4	6	1
112268261	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
765	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
155184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6518	1173	499	1047	719	21191	591	226	220	74	1635	965	874	1291	425	1895
80045	633	443	469	310	538	526	5207	288	199	609	432	4510	588	663	499
106614088	657	614	566	304	657	1121	1250	603	298	1544	994	971	1483	491	1061
407040	2	1	1	0	0	1	1	0	0	0	1	1	1	2	1
102724571	26	22	11	19	34	28	42	15	6	31	25	42	44	11	23
9563	4513	6092	4213	3153	6544	4963	11979	2351	2437	6668	2570	11657	4148	7283	3898
80176	59	170	50	46	88	505	1599	94	490	168	892	1266	463	1684	219
100506022	16	10	9	16	19	26	3	7	6	28	11	2	15	2	19
84275	340	245	227	558	101	503	273	244	501	224	399	256	308	709	146
199953	295	193	163	433	121	233	75	87	218	185	227	36	140	295	157
107985734	6	4	5	13	6	6	1	5	4	5	7	1	2	6	6
105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5293	4895	5745	5793	4081	3133	5191	470	3087	2581	5991	4386	1478	8020	5684	4859
644997	22	42	27	10	30	3	15	4	0	16	9	21	40	31	9
101929074	14	5	3	1	29	2	4	0	8	6	6	6	4	4	9
22883	4105	4045	3821	5158	4511	3183	2746	1843	1471	4804	2305	2942	4160	3448	3823
56998	938	696	658	1060	614	1032	51	406	216	1047	779	84	872	318	688
105376717	52	38	49	75	39	62	2	19	16	67	49	7	67	32	41
84328	1616	1002	1275	1869	1220	2090	754	1066	969	1781	1467	793	1364	1518	822
64802	1029	671	869	996	845	1363	532	669	491	1415	1004	582	1312	800	968
113391335	2	0	1	1	1	4	0	1	0	0	3	0	2	2	2
100847055	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
116362	187	34	152	110	75	321	0	169	31	190	82	4	118	20	96
10277	3444	1604	2486	2604	2284	3591	589	1675	1198	4472	3117	944	4403	2301	3415
23095	6346	4455	4949	6202	4447	7805	9653	3928	5101	6752	4995	9792	5363	6915	3029
105376725	3	4	6	5	4	6	8	0	5	3	4	21	9	7	5
5226	24188	27815	15839	21104	15741	28728	39288	12033	19164	23482	21212	40424	28564	26181	16627
100526739	57	34	26	41	27	56	47	22	29	43	70	28	45	54	45
378708	66	49	31	50	39	66	62	35	52	41	99	37	57	68	57
1325	2	5	1	5	2	2	3	2	0	6	7	4	6	3	6
1676	1961	977	1483	1941	1475	1859	840	902	939	2039	1553	848	1769	1615	1453
5195	696	858	521	616	657	757	963	278	308	691	747	746	754	569	693
54897	156	149	282	126	29	234	2186	152	44	84	96	838	249	97	32
105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148345	483	74	151	78	111	462	4	132	29	586	280	10	332	19	471
23435	4287	3526	3477	4881	3054	4952	3987	2674	2828	5058	4533	3607	4409	4797	2351
10747	67	41	58	63	71	70	60	30	23	138	103	42	91	52	118
6723	1270	371	837	2714	185	1111	377	427	1208	342	888	195	670	1842	286
5394	2774	2331	2100	2921	1433	2625	2854	1471	1671	2183	2207	2713	2692	2425	1773
105376736	44	25	37	46	26	46	38	13	16	24	35	31	44	42	21
2475	4083	2642	2911	4299	1156	4382	2940	2032	2237	3274	3000	2586	3742	4176	2297
100873935	41	25	34	39	14	38	31	17	27	24	29	20	35	44	20
10218	1	0	0	3	0	0	1	0	0	1	0	0	1	3	0
29914	882	624	546	896	359	928	576	296	511	821	525	534	489	666	550
105376737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57540	0	0	1	0	0	0	3	0	0	0	0	1	1	0	1
112268221	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
101929181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26232	0	0	0	0	7	0	18	0	0	2	0	16	1	2	0
93611	323	343	304	202	369	311	768	184	184	561	266	699	566	251	548
26270	478	1646	442	440	192	580	7565	446	549	428	336	5418	695	836	312
10459	513	489	614	382	356	543	1730	364	397	551	394	1605	904	532	441
374946	10	15	7	3	5	56	11	3	15	12	112	14	80	71	23
57085	2038	3576	1450	849	1471	2464	2845	981	843	2597	1714	3217	2393	855	2377
284498	871	649	852	599	460	763	338	414	235	736	683	507	1372	516	745
102724659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4524	4324	3402	3994	3097	2402	4058	1867	2253	1204	3901	3544	2661	6628	2831	3914
1185	1998	1583	1417	1481	1246	1643	1571	896	777	2032	1453	1223	2230	1331	1559
100379251	226	175	165	179	154	182	201	101	108	243	195	176	254	186	179
4878	12	17	11	7	10	16	13	6	11	16	27	31	23	25	22
4879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90231	3218	2264	2157	3206	3848	3275	2346	1453	1470	5023	2674	2426	3507	2152	3818
5351	12534	7653	9799	14155	15316	9426	5081	5008	5116	10523	5856	4401	9902	7361	8394
9927	5555	3763	3945	6982	2786	5613	3715	2392	4104	3844	4525	3510	5313	6746	3081
60672	1292	1212	1383	1352	515	1181	3615	910	485	902	1088	2200	2407	979	924
102466982	0	1	1	0	0	1	2	0	1	0	1	3	1	2	1
943	532	531	620	77	1077	222	1449	155	7	385	107	315	542	10	287
102465836	7	3	10	1	47	11	20	9	5	35	14	7	30	8	18
7133	37200	27727	26046	13522	60348	21392	15081	10483	4200	30554	15239	23730	34207	9730	26719
100616438	1	1	1	0	7	1	1	0	0	1	5	1	3	0	2
107984917	7	9	8	8	17	8	6	1	3	11	1	11	11	4	10
55187	5144	3475	4068	4648	3670	5323	2843	2815	2350	5138	4351	3387	6257	4960	3452
677885	4	4	1	7	4	11	7	4	1	9	6	5	5	6	7
105376744	14	5	18	3	53	4	1	6	4	38	13	1	17	6	28
9249	1051	587	648	298	8617	1853	40	582	238	4326	1168	178	1662	979	3398
102466722	0	0	0	0	6	0	0	0	0	2	0	0	1	0	5
343066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343069	6	9	2	3	0	5	7	2	1	1	4	5	2	1	0
65122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440563	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060301	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126755	2	26	0	0	3	2	418	6	0	0	0	224	0	0	0
102724856	0	0	0	0	0	0	8	1	0	0	0	10	0	0	0
107984918	1	4	0	0	0	0	16	0	0	0	0	12	0	0	0
10630	3544	12862	7105	2163	3194	1582	14856	3693	609	1275	555	10200	2835	404	902
107984919	12	66	9	3	221	1	186	4	0	89	1	379	1	0	18
105378612	0	0	0	0	7	0	0	0	0	1	0	3	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7799	2977	2561	2362	3219	2495	2780	4893	1627	1334	3224	2021	4262	3019	2358	2115
23254	53	78	48	59	311	41	21	19	37	108	58	35	52	70	39
107985467	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
107985469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
200197	75	114	69	71	475	58	11	20	30	143	49	44	72	58	68
55092	3830	3965	2627	2630	6337	2524	891	1182	1361	3454	2017	1585	2699	1837	2384
727684	4	7	8	3	17	3	8	1	0	3	7	5	12	24	16
114827	23	71	46	10	257	9	4	8	0	58	22	49	36	18	70
101927417	11	25	10	11	46	3	0	6	0	15	8	10	9	4	17
101927441	4	15	15	21	9	4	20	2	20	6	9	28	16	66	11
79180	8603	8340	9385	17064	5319	8116	7257	6139	9706	5694	6938	7647	13136	13710	3781
11330	0	3	0	0	0	0	1	0	0	0	0	0	1	1	1
63036	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
105376767	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
51032	6	3	3	4	9	2	3	3	0	2	2	4	6	2	2
842	593	571	507	540	417	531	368	269	264	610	405	593	610	386	417
23341	1233	1404	1086	1286	844	1430	1247	712	750	1324	930	1244	1453	1201	804
107397391	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79814	8	11	10	13	6	8	4	6	8	6	15	14	13	28	4
84301	1426	1251	1238	2035	1583	3127	1609	1113	1511	3232	3260	2430	3038	2859	1890
6248	249	228	183	319	232	532	404	175	247	519	522	513	501	553	324
23207	11025	8235	8276	9509	8769	13339	8261	5891	5431	14292	11566	9683	17665	9089	13682
284723	131	92	75	86	82	121	65	48	68	147	113	71	174	66	125
110806303	4	7	3	3	5	8	3	3	4	9	1	5	6	3	5
388595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54751	6	6	6	1	3	76	4	31	7	20	29	5	69	5	16
440567	301	138	143	366	148	413	88	122	157	264	209	46	244	347	146
729614	103	106	82	91	127	129	135	51	31	169	130	128	131	85	125
23013	7447	6029	5923	7614	6014	6000	8496	2826	3426	6452	4805	8382	6435	7134	5265
7709	1187	1333	939	1131	866	1121	3430	552	796	1137	1149	3497	1524	1224	984
149563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27129	5	1	4	1	2	18	3	2	3	5	61	14	54	33	14
